"","event","secondary_type","event_team","event_team_type","description","period","period_seconds","home_score","away_score","event_player_1_name","event_player_2_name","strength_state","strength_code","event_idx","x","y","x_fixed","y_fixed","shot_distance","shot_angle","game_id","event_player_1_id","event_player_2_id","event_player_2_link","period_type","event_team_id","event_team_abbr","home_final","away_final","season","venue_name","home_abbreviation","away_abbreviation","home_goalie","away_goalie"
"1","Goal","Penalty Shot","Atlanta Thrashers","home","Evander Kane (2) Wrist Shot, assists: none",2,1134,3,1,"Evander.Kane","Michal.Neuvirth","5v5","EV","0398",-78,-1,78,1,11,5.2,2010020011,8475169,8473607,"/api/v1/people/8473607","REGULAR",11,"ATL",4,2,"20102011","Philips Arena","ATL","WSH","Chris.Mason","Michal.Neuvirth"
"2","Shot","Penalty Shot","New York Rangers","away","Marian Gaborik Wrist Shot saved by Rick DiPietro",1,668,0,0,"Marian.Gaborik","Rick.DiPietro","4v4","EV","0112",77,-1,-77,1,12,4.8,2010020028,8468483,8468481,"/api/v1/people/8468481","REGULAR",3,"NYR",6,4,"20102011","Nassau Coliseum","NYI","NYR","Rick.DiPietro","Henrik.Lundqvist"
"3","Missed Shot","Penalty Shot","Pittsburgh Penguins","home","Evgeni Malkin - Wide of Net",2,1083,2,4,"Evgeni.Malkin",NA,"5v5","EV","0350",-75,4,75,-4,14.6,15.9,2010020039,8471215,NA,NA,"REGULAR",5,"PIT",3,4,"20102011","CONSOL Energy Center","PIT","TOR","Marc.Andre.Fleury","Jonas.Gustavsson"
"4","Shot","Penalty Shot","Montréal Canadiens","home","Benoit Pouliot Wrist Shot saved by Dwayne Roloson",3,431,4,2,"Benoit.Pouliot","Dwayne.Roloson","5v5","EV","0461",-71,4,71,-4,18.4,12.5,2010020125,8471678,8460806,"/api/v1/people/8460806","REGULAR",8,"MTL",5,3,"20102011","Centre Bell","MTL","NYI","Carey.Price","Dwayne.Roloson"
"5","Shot","Penalty Shot","Tampa Bay Lightning","home","Sean Bergenheim Wrist Shot saved by Marc-Andre Fleury",2,831,3,3,"Sean.Bergenheim","Marc.Andre.Fleury","4v5","SH","0319",-63,2,63,-2,26.1,4.4,2010020126,8470176,8470594,"/api/v1/people/8470594","REGULAR",14,"TBL",5,3,"20102011","St. Pete Times Forum","TBL","PIT","Dan.Ellis","Marc.Andre.Fleury"
"6","Goal","Penalty Shot","New York Rangers","away","Ryan Callahan (4) Wrist Shot, assists: none",2,1115,0,2,"Ryan.Callahan","Jean.Sebastien.Giguere","5v5","EV","0395",-80,4,-80,4,9.8,24,2010020143,8471339,8462044,"/api/v1/people/8462044","REGULAR",3,"NYR",0,2,"20102011","Air Canada Centre","TOR","NYR","Jean.Sebastien.Giguere","Henrik.Lundqvist"
"7","Goal","Penalty Shot","Florida Panthers","away","David Booth (4) Wrist Shot, assists: none",2,679,1,2,"David.Booth","Carey.Price","5v4","PP","0310",-75,-2,-75,-2,14.1,8.1,2010020144,8471266,8471679,"/api/v1/people/8471679","REGULAR",13,"FLA",1,3,"20102011","Centre Bell","MTL","FLA","Carey.Price","Tomas.Vokoun"
"8","Goal","Penalty Shot","New York Islanders","away","Frans Nielsen (2) Backhand, assists: none",2,489,4,1,"Frans.Nielsen","Sergei.Bobrovsky","3v5","SH","0284",-83,3,-83,3,6.7,26.6,2010020146,8470144,8475683,"/api/v1/people/8475683","REGULAR",2,"NYI",6,1,"20102011","Wells Fargo Center","PHI","NYI","Sergei.Bobrovsky","Rick.DiPietro"
"9","Goal","Penalty Shot","Washington Capitals","away","David Steckel (1) Snap Shot, assists: none",2,1103,2,7,"David.Steckel","Henrik.Karlsson","4v5","SH","0437",-76,2,-76,2,13.2,8.7,2010020154,8469483,8475431,"/api/v1/people/8475431","REGULAR",15,"WSH",2,7,"20102011","Scotiabank Saddledome","CGY","WSH","Henrik.Karlsson","Michal.Neuvirth"
"10","Goal","Penalty Shot","Vancouver Canucks","home","Henrik Sedin (1) Backhand, assists: none",3,823,3,0,"Henrik.Sedin","Martin.Brodeur","5v5","EV","0529",75,-1,75,-1,14,4.1,2010020159,8467876,8455710,"/api/v1/people/8455710","REGULAR",23,"VAN",3,0,"20102011","Rogers Arena","VAN","NJD","Roberto.Luongo","Martin.Brodeur"
"11","Goal","Penalty Shot","Ottawa Senators","away","Mike Fisher (4) Wrist Shot, assists: none",1,1026,0,1,"Mike.Fisher","Jean.Sebastien.Giguere","5v5","EV","0191",57,4,-57,-4,32.2,7.1,2010020160,8467370,8462044,"/api/v1/people/8462044","REGULAR",9,"OTT",2,3,"20102011","Air Canada Centre","TOR","OTT","Jean.Sebastien.Giguere","Brian.Elliott"
"12","Goal","Penalty Shot","Dallas Stars","home","Loui Eriksson (6) Backhand, assists: none",2,711,4,1,"Loui.Eriksson","Brent.Johnson","5v5","EV","0345",85,-2,85,-2,4.5,26.6,2010020169,8470626,8462161,"/api/v1/people/8462161","REGULAR",25,"DAL",5,2,"20102011","American Airlines Center","DAL","PIT","Kari.Lehtonen","Brent.Johnson"
"13","Missed Shot","Penalty Shot","Detroit Red Wings","home","Mike Modano - Wide of Net",2,322,4,0,"Mike.Modano",NA,"5v5","EV","0253",79,-1,79,-1,10,5.7,2010020222,8449645,NA,NA,"REGULAR",17,"DET",6,2,"20102011","Joe Louis Arena","DET","EDM","Jimmy.Howard","Nikolai.Khabibulin"
"14","Shot","Penalty Shot","Dallas Stars","away","Jamie Benn Wrist Shot saved by Jonas Hiller",3,604,3,1,"Jamie.Benn","Jonas.Hiller","5v5","EV","0458",-79,-4,-79,-4,10.8,21.8,2010020232,8473994,8473972,"/api/v1/people/8473972","REGULAR",25,"DAL",4,2,"20102011","Honda Center","ANA","DAL","Jonas.Hiller","Kari.Lehtonen"
"15","Goal","Penalty Shot","New Jersey Devils","home","Mattias Tedenby (3) Backhand, assists: none",1,1094,3,0,"Mattias.Tedenby","Braden.Holtby","5v5","EV","0178",76,1,76,1,13,4.4,2010020299,8474582,8474651,"/api/v1/people/8474651","REGULAR",1,"NJD",5,0,"20102011","Prudential Center","NJD","WSH","Johan.Hedberg","Braden.Holtby"
"16","Shot","Penalty Shot","Columbus Blue Jackets","home","Jared Boll Wrist Shot saved by Jimmy Howard",2,533,0,1,"Jared.Boll","Jimmy.Howard","5v5","EV","0292",-79,1,79,-1,10,5.7,2010020328,8471766,8470657,"/api/v1/people/8470657","REGULAR",29,"CBJ",1,2,"20102011","Nationwide Arena","CBJ","DET","Steve.Mason","Jimmy.Howard"
"17","Shot","Penalty Shot","Pittsburgh Penguins","home","Sidney Crosby Backhand saved by Miikka Kiprusoff",1,254,0,0,"Sidney.Crosby","Miikka.Kiprusoff","5v5","EV","0044",81,-6,81,-6,10,36.9,2010020335,8471675,8462147,"/api/v1/people/8462147","REGULAR",5,"PIT",4,1,"20102011","CONSOL Energy Center","PIT","CGY","Brent.Johnson","Miikka.Kiprusoff"
"18","Goal","Penalty Shot","Florida Panthers","away","Radek Dvorak (5) Wrist Shot, assists: none",2,742,2,1,"Radek.Dvorak","Dan.Ellis","4v5","SH","0309",73,-8,-73,8,17.9,26.6,2010020338,8462041,8468540,"/api/v1/people/8468540","REGULAR",13,"FLA",3,3,"20102011","St. Pete Times Forum","TBL","FLA","Dan.Ellis","Tomas.Vokoun"
"19","Shot","Penalty Shot","Philadelphia Flyers","home","Scott Hartnell Backhand saved by Tim Thomas",2,1040,0,2,"Scott.Hartnell","Tim.Thomas","4v5","SH","0388",73,1,73,1,16,3.6,2010020359,8468486,8460703,"/api/v1/people/8460703","REGULAR",4,"PHI",0,3,"20102011","Wells Fargo Center","PHI","BOS","Sergei.Bobrovsky","Tim.Thomas"
"20","Shot","Penalty Shot","Montréal Canadiens","away","Tomas Plekanec Backhand saved by Mike McKenna",1,447,0,2,"Tomas.Plekanec","Mike.McKenna","5v5","EV","0074",-79,1,-79,1,10,5.7,2010020367,8469521,8470093,"/api/v1/people/8470093","REGULAR",8,"MTL",1,5,"20102011","Prudential Center","NJD","MTL","Mike.McKenna","Carey.Price"
"21","Goal","Penalty Shot","New York Islanders","away","Frans Nielsen (4) Backhand, assists: none",2,221,1,1,"Frans.Nielsen","Tuukka.Rask","4v5","SH","0243",82,-1,-82,1,7.1,8.1,2010020411,8470144,8471695,"/api/v1/people/8471695","REGULAR",2,"NYI",5,2,"20102011","TD Garden","BOS","NYI","Tuukka.Rask","Rick.DiPietro"
"22","Shot","Penalty Shot","Edmonton Oilers","home","Magnus Paajarvi Backhand saved by Roberto Luongo",1,433,0,1,"Magnus.Paajarvi","Roberto.Luongo","5v5","EV","0082",-74,2,74,-2,15.1,7.6,2010020439,8475175,8466141,"/api/v1/people/8466141","REGULAR",22,"EDM",1,2,"20102011","Rexall Place","EDM","VAN","Devan.Dubnyk","Roberto.Luongo"
"23","Goal","Penalty Shot","Anaheim Ducks","home","Corey Perry (15) Wrist Shot, assists: none",2,859,4,2,"Corey.Perry","Niklas.Backstrom","4v5","SH","0312",-68,-5,68,5,21.6,13.4,2010020440,8470621,8473404,"/api/v1/people/8473404","REGULAR",24,"ANA",6,2,"20102011","Honda Center","ANA","MIN","Jonas.Hiller","Niklas.Backstrom"
"24","Goal","Penalty Shot","Ottawa Senators","home","Jason Spezza (8) Snap Shot, assists: none",3,443,3,3,"Jason.Spezza","Ondrej.Pavelec","5v5","EV","0473",60,2,60,2,29.1,3.9,2010020442,8469455,8471715,"/api/v1/people/8471715","REGULAR",9,"OTT",3,4,"20102011","Scotiabank Place","OTT","ATL","Brian.Elliott","Ondrej.Pavelec"
"25","Goal","Penalty Shot","Montréal Canadiens","home","Michael Cammalleri (11) Wrist Shot, assists: none",1,64,1,0,"Michael.Cammalleri","Tim.Thomas","4v5","SH","0014",-79,-5,79,5,11.2,26.6,2010020463,8469500,8460703,"/api/v1/people/8460703","REGULAR",8,"MTL",4,3,"20102011","Centre Bell","MTL","BOS","Carey.Price","Tim.Thomas"
"26","Shot","Penalty Shot","Calgary Flames","home","Jarome Iginla Wrist Shot saved by Jonas Gustavsson",3,1109,5,2,"Jarome.Iginla","Jonas.Gustavsson","5v5","EV","0608",-66,-2,66,2,23.1,5,2010020467,8462042,8475361,"/api/v1/people/8475361","REGULAR",20,"CGY",5,2,"20102011","Scotiabank Saddledome","CGY","TOR","Miikka.Kiprusoff","Jonas.Gustavsson"
"27","Shot","Penalty Shot","Tampa Bay Lightning","home","Vincent Lecavalier Wrist Shot saved by Ryan Miller",3,855,2,1,"Vincent.Lecavalier","Ryan.Miller","5v4","PP","0538",74,5,74,5,15.8,18.4,2010020479,8467329,8468011,"/api/v1/people/8468011","REGULAR",14,"TBL",3,1,"20102011","St. Pete Times Forum","TBL","BUF","Mike.Smith","Ryan.Miller"
"28","Goal","Penalty Shot","St. Louis Blues","home","David Backes (7) Wrist Shot, assists: none",2,644,1,3,"David.Backes","Antero.Niittymaki","5v5","EV","0332",-71,-1,71,1,18,3.2,2010020480,8470655,8467511,"/api/v1/people/8467511","REGULAR",19,"STL",1,4,"20102011","Scottrade Center","STL","SJS","Jaroslav.Halak","Antero.Niittymaki"
"29","Shot","Penalty Shot","Tampa Bay Lightning","home","Sean Bergenheim Backhand saved by Justin Peters",3,890,5,1,"Sean.Bergenheim","Justin.Peters","5v5","EV","0551",76,-6,76,-6,14.3,24.8,2010020492,8470176,8471251,"/api/v1/people/8471251","REGULAR",14,"TBL",5,1,"20102011","St. Pete Times Forum","TBL","CAR","Dan.Ellis","Justin.Peters"
"30","Shot","Penalty Shot","Pittsburgh Penguins","away","Evgeni Malkin Backhand saved by Michal Neuvirth",2,83,0,1,"Evgeni.Malkin","Michal.Neuvirth","5v5","EV","0246",-82,10,-82,10,12.2,55,2010020510,8471215,8473607,"/api/v1/people/8473607","REGULAR",5,"PIT",2,2,"20102011","Verizon Center","WSH","PIT","Michal.Neuvirth","Marc.Andre.Fleury"
"31","Shot","Penalty Shot","Chicago Blackhawks","home","Jack Skille Backhand saved by Mathieu Garon",2,1004,1,0,"Jack.Skille","Mathieu.Garon","5v5","EV","0391",82,4,82,4,8.1,29.7,2010020524,8471681,8464999,"/api/v1/people/8464999","REGULAR",16,"CHI",4,1,"20102011","United Center","CHI","CBJ","Marty.Turco","Mathieu.Garon"
"32","Goal","Penalty Shot","Tampa Bay Lightning","home","Steven Stamkos (30) Backhand, assists: none",3,106,3,1,"Steven.Stamkos","Carey.Price","5v5","EV","0445",76,3,76,3,13.3,13,2010020553,8474564,8471679,"/api/v1/people/8471679","REGULAR",14,"TBL",4,1,"20102011","St. Pete Times Forum","TBL","MTL","Cedrick.Desjardins","Carey.Price"
"33","Shot","Penalty Shot","Anaheim Ducks","home","Teemu Selanne Wrist Shot saved by Corey Crawford",3,243,2,1,"Teemu.Selanne","Corey.Crawford","5v5","EV","0452",74,0,74,0,15,0,2010020580,8457981,8470645,"/api/v1/people/8470645","REGULAR",24,"ANA",2,1,"20102011","Honda Center","ANA","CHI","Jonas.Hiller","Corey.Crawford"
"34","Missed Shot","Penalty Shot","Tampa Bay Lightning","away","Steven Stamkos - Wide of Net",2,157,5,0,"Steven.Stamkos",NA,"5v5","EV","0257",47,23,-47,-23,47.9,28.7,2010020592,8474564,NA,NA,"REGULAR",14,"TBL",8,1,"20102011","CONSOL Energy Center","PIT","TBL","Marc.Andre.Fleury","Dwayne.Roloson"
"35","Missed Shot","Penalty Shot","Chicago Blackhawks","home","Viktor Stalberg - Goalpost",2,773,2,2,"Viktor.Stalberg",NA,"5v5","EV","0369",83,-5,83,-5,7.8,39.8,2010020594,8473537,NA,NA,"REGULAR",16,"CHI",2,4,"20102011","United Center","CHI","DAL","Corey.Crawford","Kari.Lehtonen"
"36","Goal","Penalty Shot","Pittsburgh Penguins","home","Chris Conner (6) Backhand, assists: none",1,689,2,0,"Chris.Conner","Joey.MacDonald","5v5","EV","0118",80,-5,80,-5,10.3,29.1,2010020685,8472368,8469732,"/api/v1/people/8469732","REGULAR",5,"PIT",4,1,"20102011","CONSOL Energy Center","PIT","DET","Marc.Andre.Fleury","Joey.MacDonald"
"37","Shot","Penalty Shot","Colorado Avalanche","home","Kevin Porter Wrist Shot saved by Roberto Luongo",2,655,1,2,"Kevin.Porter","Roberto.Luongo","5v5","EV","0346",62,-3,62,-3,27.2,6.3,2010020690,8471331,8466141,"/api/v1/people/8466141","REGULAR",21,"COL",4,3,"20102011","Pepsi Center","COL","VAN","Craig.Anderson","Roberto.Luongo"
"38","Shot","Penalty Shot","Tampa Bay Lightning","away","Vincent Lecavalier Wrist Shot saved by Tomas Vokoun",4,235,1,1,"Vincent.Lecavalier","Tomas.Vokoun","4v4","EV","0678",78,5,-78,-5,12.1,24.4,2010020710,8467329,8460712,"/api/v1/people/8460712","OVERTIME",14,"TBL",1,1,"20102011","BankAtlantic Center","FLA","TBL","Tomas.Vokoun","Dan.Ellis"
"39","Goal","Penalty Shot","Chicago Blackhawks","home","Marian Hossa (11) Wrist Shot, assists: none",3,409,1,3,"Marian.Hossa","Sergei.Bobrovsky","5v5","EV","0541",-79,1,79,-1,10,5.7,2010020725,8466148,8475683,"/api/v1/people/8475683","REGULAR",16,"CHI",1,4,"20102011","United Center","CHI","PHI","Corey.Crawford","Sergei.Bobrovsky"
"40","Shot","Penalty Shot","Los Angeles Kings","away","Jarret Stoll Snap Shot saved by Nikolai Khabibulin",3,253,1,2,"Jarret.Stoll","Nikolai.Khabibulin","4v4","EV","0491",66,-1,-66,1,23,2.5,2010020768,8468526,8459140,"/api/v1/people/8459140","REGULAR",26,"LAK",1,3,"20102011","Rexall Place","EDM","LAK","Nikolai.Khabibulin","Jonathan.Quick"
"41","Goal","Penalty Shot","Philadelphia Flyers","away","Darroll Powe (5) Wrist Shot, assists: none",2,528,1,3,"Darroll.Powe","Dwayne.Roloson","4v5","SH","0304",66,4,-66,-4,23.3,9.9,2010020851,8473932,8460806,"/api/v1/people/8460806","REGULAR",4,"PHI",3,3,"20102011","St. Pete Times Forum","TBL","PHI","Dwayne.Roloson","Brian.Boucher"
"42","Shot","Penalty Shot","Columbus Blue Jackets","home","R.J. Umberger Wrist Shot saved by Ilya Bryzgalov",1,199,0,1,"R.J..Umberger","Ilya.Bryzgalov","5v5","EV","0039",76,1,76,1,13,4.4,2010020917,8469469,8468524,"/api/v1/people/8468524","REGULAR",29,"CBJ",5,3,"20102011","Nationwide Arena","CBJ","PHX","Steve.Mason","Ilya.Bryzgalov"
"43","Goal","Penalty Shot","Anaheim Ducks","home","Bobby Ryan (30) Wrist Shot, assists: none",4,170,2,1,"Bobby.Ryan","Jimmy.Howard","4v4","EV","0590",64,-1,64,-1,25,2.3,2010020956,8471676,8470657,"/api/v1/people/8470657","OVERTIME",24,"ANA",2,1,"20102011","Honda Center","ANA","DET","Dan.Ellis","Jimmy.Howard"
"44","Shot","Penalty Shot","Columbus Blue Jackets","away","R.J. Umberger Wrist Shot saved by Devan Dubnyk",1,615,0,0,"R.J..Umberger","Devan.Dubnyk","5v5","EV","0116",63,0,-63,0,26,0,2010020964,8469469,8471227,"/api/v1/people/8471227","REGULAR",29,"CBJ",4,2,"20102011","Rexall Place","EDM","CBJ","Devan.Dubnyk","Steve.Mason"
"45","Shot","Penalty Shot","Columbus Blue Jackets","away","Matt Calvert Wrist Shot saved by Miikka Kiprusoff",2,722,4,2,"Matt.Calvert","Miikka.Kiprusoff","5v5","EV","0332",-74,-5,-74,-5,15.8,18.4,2010020971,8474685,8462147,"/api/v1/people/8462147","REGULAR",29,"CBJ",4,3,"20102011","Scotiabank Saddledome","CGY","CBJ","Miikka.Kiprusoff","Steve.Mason"
"46","Shot","Penalty Shot","Columbus Blue Jackets","away","Antoine Vermette Wrist Shot saved by Miikka Kiprusoff",3,565,4,3,"Antoine.Vermette","Miikka.Kiprusoff","5v5","EV","0523",66,-3,-66,3,23.2,7.4,2010020971,8468535,8462147,"/api/v1/people/8462147","REGULAR",29,"CBJ",4,3,"20102011","Scotiabank Saddledome","CGY","CBJ","Miikka.Kiprusoff","Steve.Mason"
"47","Goal","Penalty Shot","Calgary Flames","home","Jarome Iginla (30) Wrist Shot, assists: none",2,59,2,2,"Jarome.Iginla","Pekka.Rinne","5v5","EV","0222",79,-4,79,-4,10.8,21.8,2010020987,8462042,8471469,"/api/v1/people/8471469","REGULAR",20,"CGY",3,2,"20102011","Scotiabank Saddledome","CGY","NSH","Miikka.Kiprusoff","Pekka.Rinne"
"48","Shot","Penalty Shot","Boston Bruins","away","Brad Marchand Wrist Shot saved by Carey Price",3,248,4,0,"Brad.Marchand","Carey.Price","4v4","EV","0461",73,-2,-73,2,16.1,7.1,2010020996,8473419,8471679,"/api/v1/people/8471679","REGULAR",6,"BOS",4,1,"20102011","Centre Bell","MTL","BOS","Carey.Price","Tuukka.Rask"
"49","Shot","Penalty Shot","Edmonton Oilers","home","Andrew Cogliano Wrist Shot saved by Ilya Bryzgalov",3,226,0,2,"Andrew.Cogliano","Ilya.Bryzgalov","4v5","SH","0467",-75,-1,75,1,14,4.1,2010021063,8471699,8468524,"/api/v1/people/8468524","REGULAR",22,"EDM",1,3,"20102011","Rexall Place","EDM","PHX","Nikolai.Khabibulin","Ilya.Bryzgalov"
"50","Shot","Penalty Shot","Atlanta Thrashers","away","Evander Kane Backhand saved by Ryan Miller",1,422,1,0,"Evander.Kane","Ryan.Miller","5v5","EV","0077",-81,1,-81,1,8.1,7.1,2010021071,8475169,8468011,"/api/v1/people/8468011","REGULAR",11,"ATL",8,2,"20102011","HSBC Arena","BUF","ATL","Ryan.Miller","Ondrej.Pavelec"
"51","Missed Shot","Penalty Shot","Florida Panthers","home","David Booth - Wide of Net",4,271,3,3,"David.Booth",NA,"4v4","EV","0610",-78,-3,78,3,11.4,15.3,2010021074,8471266,NA,NA,"OVERTIME",13,"FLA",3,3,"20102011","BankAtlantic Center","FLA","NYI","Scott.Clemmensen","Rick.DiPietro"
"52","Shot","Penalty Shot","Anaheim Ducks","home","Bobby Ryan Wrist Shot saved by Henrik Karlsson",4,154,4,4,"Bobby.Ryan","Henrik.Karlsson","4v4","EV","0616",69,2,69,2,20.1,5.7,2010021085,8471676,8475431,"/api/v1/people/8475431","OVERTIME",24,"ANA",5,4,"20102011","Honda Center","ANA","CGY","Dan.Ellis",NA
"53","Shot","Penalty Shot","Vancouver Canucks","away","Daniel Sedin Backhand saved by Chris Mason",1,719,0,0,"Daniel.Sedin","Chris.Mason","5v5","EV","0128",-72,2,-72,2,17.1,6.7,2010021114,8467875,8462152,"/api/v1/people/8462152","REGULAR",23,"VAN",1,3,"20102011","Philips Arena","ATL","VAN","Chris.Mason","Roberto.Luongo"
"54","Goal","Penalty Shot","Anaheim Ducks","home","Teemu Selanne (26) Wrist Shot, assists: none",2,47,1,2,"Teemu.Selanne","Brian.Elliott","5v5","EV","0223",-69,-3,69,3,20.2,8.5,2010021133,8457981,8470880,"/api/v1/people/8470880","REGULAR",24,"ANA",5,4,"20102011","Honda Center","ANA","COL","Ray.Emery","Brian.Elliott"
"55","Shot","Penalty Shot","Carolina Hurricanes","away","Chad LaRose Wrist Shot saved by Semyon Varlamov",2,730,0,1,"Chad.LaRose","Semyon.Varlamov","4v5","SH","0318",-76,6,-76,6,14.3,24.8,2010021137,8469812,8473575,"/api/v1/people/8473575","REGULAR",12,"CAR",2,2,"20102011","Verizon Center","WSH","CAR","Semyon.Varlamov","Cam.Ward"
"56","Goal","Penalty Shot","Boston Bruins","home","Michael Ryder (18) Wrist Shot, assists: none",3,751,3,2,"Michael.Ryder","Ondrej.Pavelec","5v5","EV","0523",75,0,75,0,14,0,2010021164,8467545,8471715,"/api/v1/people/8471715","REGULAR",6,"BOS",3,2,"20102011","TD Garden","BOS","ATL","Tuukka.Rask","Ondrej.Pavelec"
"57","Shot","Penalty Shot","New Jersey Devils","home","Mattias Tedenby Backhand saved by Carey Price",1,288,0,0,"Mattias.Tedenby","Carey.Price","5v5","EV","0044",78,-1,78,-1,11,5.2,2010021169,8474582,8471679,"/api/v1/people/8471679","REGULAR",1,"NJD",1,3,"20102011","Prudential Center","NJD","MTL","Martin.Brodeur","Carey.Price"
"58","Shot","Penalty Shot","Calgary Flames","home","Alex Tanguay Snap Shot saved by Nikolai Khabibulin",1,1099,0,0,"Alex.Tanguay","Nikolai.Khabibulin","5v5","EV","0181",-60,-2,60,2,29.1,3.9,2010021198,8467338,8459140,"/api/v1/people/8459140","REGULAR",20,"CGY",6,1,"20102011","Scotiabank Saddledome","CGY","EDM","Miikka.Kiprusoff","Nikolai.Khabibulin"
"59","Goal","Penalty Shot","Tampa Bay Lightning","home","Vincent Lecavalier (24) Wrap-around, assists: none",2,87,3,1,"Vincent.Lecavalier","Scott.Clemmensen","5v5","EV","0229",-69,-11,69,11,22.8,28.8,2010021209,8467329,8466339,"/api/v1/people/8466339","REGULAR",14,"TBL",4,2,"20102011","St. Pete Times Forum","TBL","FLA","Dwayne.Roloson","Scott.Clemmensen"
"60","Shot","Penalty Shot","Pittsburgh Penguins","away","Chris Conner Wrist Shot saved by Dwayne Roloson",2,550,2,1,"Chris.Conner","Dwayne.Roloson","5v5","EV","0300",70,8,-70,-8,20.6,22.8,2010030146,8472368,8460806,"/api/v1/people/8460806","REGULAR",5,"PIT",4,2,"20102011","St. Pete Times Forum","TBL","PIT","Dwayne.Roloson","Marc.Andre.Fleury"
"61","Shot","Penalty Shot","Vancouver Canucks","home","Alexandre Burrows Wrist Shot saved by Corey Crawford",3,21,1,0,"Alexandre.Burrows","Corey.Crawford","5v5","EV","0518",79,1,79,1,10,5.7,2010030157,8470358,8470645,"/api/v1/people/8470645","REGULAR",23,"VAN",2,1,"20102011","Rogers Arena","VAN","CHI","Roberto.Luongo","Corey.Crawford"
"62","Missed Shot","Penalty Shot","Columbus Blue Jackets","home","Maksim Mayorov - Over Net",3,51,2,1,"Maksim.Mayorov",NA,"5v5","EV","0404",77,-5,77,-5,13,22.6,2011020030,8474195,NA,NA,"REGULAR",29,"CBJ",2,3,"20112012","Nationwide Arena","CBJ","VAN","Steve.Mason","Cory.Schneider"
"63","Goal","Penalty Shot","New Jersey Devils","home","Zach Parise (3) Backhand, assists: none",2,36,2,0,"Zach.Parise","Antti.Niemi","4v5","SH","0176",-74,8,74,-8,17,28.1,2011020091,8470610,8474550,"/api/v1/people/8474550","REGULAR",1,"NJD",3,3,"20112012","Prudential Center","NJD","SJS","Johan.Hedberg","Antti.Niemi"
"64","Shot","Penalty Shot","Florida Panthers","home","Tomas Kopecky Wrist Shot saved by Evgeni Nabokov",1,159,0,1,"Tomas.Kopecky","Evgeni.Nabokov","5v4","PP","0035",-76,5,76,-5,13.9,21,2011020105,8468518,8460705,"/api/v1/people/8460705","REGULAR",13,"FLA",4,2,"20112012","BankAtlantic Center","FLA","NYI","Jose.Theodore","Evgeni.Nabokov"
"65","Goal","Penalty Shot","Washington Capitals","away","Mike Knuble (2) Wrist Shot, assists: none",2,307,3,3,"Mike.Knuble","Roberto.Luongo","5v5","EV","0297",74,2,-74,-2,15.1,7.6,2011020152,8458590,8466141,"/api/v1/people/8466141","REGULAR",15,"WSH",7,4,"20112012","Rogers Arena","VAN","WSH","Roberto.Luongo","Michal.Neuvirth"
"66","Goal","Penalty Shot","Nashville Predators","away","Martin Erat (2) Wrist Shot, assists: none",2,768,1,3,"Martin.Erat","Jonas.Hiller","4v5","SH","0319",74,-1,-74,1,15,3.8,2011020213,8468064,8473972,"/api/v1/people/8473972","REGULAR",18,"NSH",2,4,"20112012","Honda Center","ANA","NSH","Jonas.Hiller","Pekka.Rinne"
"67","Goal","Penalty Shot","Pittsburgh Penguins","home","Matt Cooke (5) Wrist Shot, assists: none",3,568,3,1,"Matt.Cooke","Kari.Lehtonen","5v5","EV","0457",77,4,77,4,12.6,18.4,2011020224,8465951,8470140,"/api/v1/people/8470140","REGULAR",5,"PIT",3,1,"20112012","CONSOL Energy Center","PIT","DAL","Marc.Andre.Fleury","Kari.Lehtonen"
"68","Goal","Penalty Shot","Philadelphia Flyers","away","Matt Read (4) Wrist Shot, assists: none",3,254,1,3,"Matt.Read","Jose.Theodore","4v5","SH","0458",71,1,-71,-1,18,3.2,2011020240,8476177,8460535,"/api/v1/people/8460535","REGULAR",4,"PHI",2,3,"20112012","BankAtlantic Center","FLA","PHI","Jose.Theodore","Ilya.Bryzgalov"
"69","Goal","Penalty Shot","Phoenix Coyotes","away","Lauri Korpikoski (4) Snap Shot, assists: none",2,454,0,2,"Lauri.Korpikoski","Tomas.Vokoun","4v5","SH","0269",-67,11,-67,11,24.6,26.6,2011020292,8471232,8460712,"/api/v1/people/8460712","REGULAR",27,"PHX",4,3,"20112012","Verizon Center","WSH","PHX","Tomas.Vokoun","Jason.LaBarbera"
"70","Goal","Penalty Shot","Carolina Hurricanes","away","Jiri Tlusty (6) Wrist Shot, assists: none",2,339,3,1,"Jiri.Tlusty","Miikka.Kiprusoff","5v5","EV","0252",-80,-8,-80,-8,12,41.6,2011020398,8473482,8462147,"/api/v1/people/8462147","REGULAR",12,"CAR",7,6,"20112012","Scotiabank Saddledome","CGY","CAR","Miikka.Kiprusoff","Cam.Ward"
"71","Shot","Penalty Shot","Edmonton Oilers","home","Taylor Hall Wrist Shot saved by Niklas Backstrom",1,1188,2,0,"Taylor.Hall","Niklas.Backstrom","5v5","EV","0219",-76,-7,76,7,14.8,28.3,2011020506,8475791,8473404,"/api/v1/people/8473404","REGULAR",22,"EDM",4,1,"20112012","Rexall Place","EDM","MIN","Nikolai.Khabibulin","Niklas.Backstrom"
